status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,gender,marital_status,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
2,60,2,3,9157,4,2,2,1,3,2,2,3,27,1,0,1,0,1,0,1,1
0,6,1,1,3676,0,2,1,1,3,2,3,2,37,1,2,3,1,2,0,1,1
2,30,3,7,3441,2,2,2,0,1,0,4,1,21,1,2,1,1,1,0,1,0
3,12,3,1,640,0,2,4,1,0,2,2,2,49,1,1,1,3,1,0,1,1
2,21,1,6,3652,0,3,2,1,3,2,3,0,27,1,1,2,1,1,0,1,1
3,18,1,1,1530,0,2,3,1,3,2,2,0,32,0,1,2,1,1,0,1,0
3,48,3,6,3914,4,2,4,1,0,2,2,2,38,0,1,1,1,1,0,1,0
0,12,3,7,1858,0,0,4,0,1,2,1,1,22,1,2,1,1,1,0,1,1
0,18,3,3,2600,0,2,4,1,3,2,4,3,65,1,0,2,1,1,0,1,0
3,15,3,3,1979,4,1,4,1,3,2,2,1,35,1,1,1,1,1,0,1,1
1,6,3,7,2116,0,2,2,1,3,2,2,2,41,1,1,1,1,1,1,1,1
2,9,0,1,1437,2,3,2,1,3,2,3,3,29,1,1,1,1,1,0,1,0
3,42,1,7,4042,3,2,4,1,3,2,4,2,36,1,1,2,1,1,1,1,1
3,9,3,9,3832,4,1,1,1,3,2,4,2,64,1,1,1,3,1,0,1,1
0,24,3,3,3660,0,2,2,0,1,2,4,1,28,1,1,1,1,1,0,1,1
0,18,0,7,1553,0,2,4,1,3,2,3,1,44,0,1,1,1,1,0,1,0
2,15,3,3,1444,4,0,4,1,3,2,1,0,23,1,1,1,1,1,0,1,1
3,9,3,7,1980,0,0,2,0,1,0,2,1,19,1,2,2,1,1,0,1,0
2,24,3,1,1355,0,0,3,0,1,2,4,1,25,1,1,1,3,1,1,1,0
3,12,3,9,1393,0,1,4,1,3,2,4,0,47,0,1,3,1,2,1,1,1
3,24,3,3,1376,3,3,4,0,1,2,1,1,28,1,1,1,1,1,0,1,1
3,60,2,3,15653,0,3,2,1,3,2,4,1,21,1,1,2,1,1,1,1,1
3,12,3,3,1493,0,0,4,0,1,2,3,1,34,1,1,1,1,2,0,1,1
0,42,2,3,4370,0,3,3,1,3,2,2,0,26,0,1,2,1,2,1,1,0
0,18,3,9,750,0,4,4,0,1,2,1,2,27,1,1,1,2,1,0,1,0
2,15,3,4,1308,0,1,4,1,3,2,4,1,38,1,1,2,3,1,0,1,1
3,15,3,9,4623,2,2,3,1,3,2,2,0,40,1,1,1,0,1,1,1,0
3,24,1,3,1851,0,3,4,1,2,1,2,1,33,1,1,2,1,1,1,1,1
0,18,1,3,1880,0,3,4,1,2,2,1,0,32,1,1,2,0,1,1,1,1
3,36,2,6,7980,4,0,4,1,3,2,4,1,27,1,2,2,1,1,1,1,0
0,30,4,7,4583,0,2,2,1,0,1,2,2,32,1,1,2,1,1,0,1,1
3,12,3,1,1386,3,2,2,0,1,2,2,0,26,1,1,1,1,1,0,1,0
1,24,3,1,947,0,3,4,1,3,2,3,3,38,0,0,1,1,2,0,1,0
0,12,3,9,684,0,2,4,1,3,2,4,1,40,1,2,1,3,2,0,1,0
0,48,3,9,7476,0,3,4,1,3,2,1,3,50,1,0,1,0,1,1,1,1
2,12,3,7,1922,0,2,4,1,3,2,2,0,37,1,1,1,3,1,0,1,0
0,24,3,1,2303,0,1,4,1,3,0,1,2,45,1,1,1,1,1,0,1,0
2,36,2,1,8086,2,1,2,1,3,2,4,1,42,1,1,4,0,1,1,1,0
3,24,1,2,2346,0,3,4,1,3,2,3,1,35,1,1,2,1,1,1,1,1
0,14,3,1,3973,0,4,1,1,3,2,4,3,22,1,0,1,1,1,0,1,1
2,12,3,1,888,0,1,4,1,3,2,4,1,41,0,1,1,3,2,0,1,0
3,48,3,3,10222,4,3,4,1,3,2,3,1,37,2,1,1,1,1,1,1,1
2,30,4,6,4221,0,2,2,0,1,2,1,1,28,1,1,2,1,1,0,1,1
2,18,1,7,6361,0,1,2,1,3,2,1,3,41,1,1,1,1,1,1,1,1
1,12,3,3,1297,0,2,3,1,2,2,4,2,23,1,2,1,1,1,0,1,1
0,12,3,1,900,4,2,4,1,2,2,2,1,23,1,1,1,1,1,0,1,0
3,21,3,7,2241,0,1,4,1,3,2,2,2,50,1,1,2,1,1,0,1,1
2,6,2,7,1050,0,4,4,1,3,2,1,0,35,2,1,2,0,1,1,1,1
1,6,1,9,1047,0,2,2,0,1,2,4,0,50,1,1,1,3,1,0,1,1
3,24,1,5,6314,0,4,4,1,3,0,2,3,27,0,1,2,0,1,1,1,1
2,30,0,7,3496,1,2,4,1,3,2,2,1,34,2,1,1,1,2,1,1,1
3,48,0,6,3609,0,2,1,0,1,2,1,2,27,2,1,1,1,1,0,1,1
0,12,1,1,4843,0,1,3,1,3,0,4,0,43,1,2,2,1,1,1,1,0
1,30,1,3,3017,0,1,4,1,3,2,4,0,47,1,1,1,1,1,0,1,1
3,24,1,6,4139,2,2,3,1,3,2,3,0,27,1,1,2,3,1,1,1,1
3,36,3,6,5742,2,3,2,1,3,2,2,1,31,1,1,2,1,1,1,1,1
3,60,3,1,10366,0,1,2,1,3,2,4,0,42,1,1,1,0,1,1,1,1
3,6,1,1,2080,3,2,1,1,2,2,2,1,24,1,1,1,1,1,0,1,1
3,21,2,6,2580,3,0,4,1,3,2,2,2,41,0,1,1,3,2,0,1,0
3,30,1,3,4530,0,3,4,0,1,2,4,1,26,1,2,1,0,1,1,1,1
3,24,1,7,5150,0,1,4,1,3,2,4,1,33,1,1,1,1,1,1,1,1
2,72,3,3,5595,2,2,2,1,2,2,2,1,24,1,1,1,1,1,0,1,0
0,24,3,3,2384,0,1,4,1,3,2,4,2,64,0,2,1,3,1,0,1,1
3,18,3,3,1453,0,0,3,0,1,2,1,2,26,1,1,1,1,1,0,1,1
3,6,3,9,1538,0,0,1,0,1,2,2,3,56,1,1,1,1,1,0,1,1
3,12,3,3,2279,4,2,4,1,3,2,4,3,37,1,0,1,1,1,1,1,1
3,15,2,3,1478,0,2,4,1,2,2,3,2,33,0,1,2,1,1,0,1,1
3,24,1,3,5103,0,0,3,1,2,2,3,3,47,1,0,3,1,1,1,1,1
2,36,2,6,9857,2,3,1,1,3,2,3,0,31,1,1,2,3,2,1,1,1
3,60,3,1,6527,4,2,4,1,3,2,4,3,34,1,0,1,1,2,1,1,1
1,10,1,3,1347,4,3,4,1,3,2,2,0,27,1,1,2,1,1,1,1,1
2,36,2,1,2862,2,1,4,1,3,2,3,3,30,1,0,1,1,1,0,1,1
3,9,3,3,2753,2,1,3,1,3,0,4,1,35,1,1,1,1,1,1,1,1
0,12,3,1,3651,1,2,1,1,3,2,3,0,31,1,1,1,1,2,0,1,1
0,15,1,7,975,0,2,2,1,0,2,3,0,25,1,1,2,1,1,0,1,1
2,15,3,4,2631,2,2,3,0,1,2,2,2,25,1,1,1,3,1,0,1,1
2,24,3,3,2896,2,0,2,1,3,2,1,1,29,1,1,1,1,1,0,1,1
0,6,1,1,4716,4,0,1,1,3,2,3,2,44,1,1,2,3,2,0,1,1
3,24,3,3,2284,0,3,4,1,3,2,2,1,28,1,1,1,1,1,1,1,1
3,6,3,2,1236,3,2,2,1,3,2,4,0,50,1,2,1,1,1,0,1,1
2,12,3,3,1103,0,3,4,1,3,1,3,2,29,1,1,2,1,1,0,0,1
3,12,1,1,926,0,4,1,0,1,2,2,0,38,1,1,1,2,1,0,1,1
3,18,1,3,1800,0,2,4,1,3,2,2,1,24,1,1,2,1,1,0,1,1
1,15,3,9,1905,0,1,4,1,3,2,4,1,40,1,2,1,0,1,1,1,1
3,12,3,7,1123,3,2,4,0,1,2,4,1,29,1,2,1,3,1,0,1,0
0,48,1,2,6331,0,1,4,1,3,2,4,3,46,1,0,2,1,1,1,1,0
1,24,3,3,1377,2,1,4,0,1,2,2,3,47,1,0,1,1,1,1,1,1
2,30,2,6,2503,2,1,4,1,3,2,2,0,41,2,1,2,1,1,0,1,1
2,27,3,6,2528,0,0,4,0,1,2,1,0,32,1,1,1,1,2,1,1,1
3,15,3,1,5324,3,1,1,0,1,2,4,3,35,1,0,1,1,1,0,1,1
2,48,3,1,6560,2,3,3,1,3,2,2,0,24,1,1,1,1,1,0,1,0
2,12,4,7,2969,0,0,4,0,1,2,3,0,25,1,2,2,1,1,0,1,0
2,9,3,3,1206,0,1,4,0,1,2,4,2,25,1,1,1,1,1,0,1,1
2,9,3,3,2118,0,2,2,1,3,2,2,2,37,1,1,1,3,2,0,1,1
3,18,1,3,629,3,1,4,1,3,2,3,0,32,0,1,2,0,1,1,1,1
0,6,0,9,1198,0,1,4,0,1,2,4,3,35,1,0,1,1,1,0,1,0
3,21,3,2,2476,4,1,4,1,3,2,4,2,46,1,1,1,0,1,1,1,1
0,9,1,3,1138,0,2,4,1,3,2,4,2,25,1,1,2,3,1,0,1,1
2,60,3,1,14027,0,3,4,1,3,2,2,3,27,1,1,1,0,1,1,1,0
3,30,1,2,7596,4,1,1,1,3,2,4,1,63,1,1,2,1,1,0,1,1
3,30,1,3,3077,4,1,3,1,3,2,2,1,40,1,1,2,1,2,1,1,1
3,18,3,3,1505,0,2,4,1,3,2,2,3,32,1,0,1,0,1,1,1,1
1,24,1,3,3148,4,2,3,1,3,2,2,1,31,1,1,2,1,1,1,1,1
2,20,4,2,6148,2,1,3,1,2,2,4,1,31,0,1,2,1,1,1,1,1
1,9,4,3,1337,0,0,4,1,3,2,2,1,34,1,1,2,0,1,1,1,0
2,6,0,9,433,1,0,4,0,1,2,2,0,24,0,2,1,1,2,0,1,0
0,12,3,1,1228,0,2,4,0,1,2,2,2,24,1,1,1,3,1,0,1,0
2,9,3,3,790,3,2,4,0,1,2,3,2,66,1,1,1,3,1,0,1,1
3,27,3,1,2570,0,2,3,0,1,2,3,2,21,1,2,1,1,1,0,1,0
3,6,1,1,250,1,2,2,0,1,2,2,2,41,0,1,2,3,1,0,1,1
3,15,1,3,1316,3,2,2,1,2,2,2,0,47,1,1,2,3,1,0,1,1
0,18,3,3,1882,0,2,4,0,1,2,4,1,25,0,2,2,1,1,0,1,0
2,48,0,6,6416,0,1,4,0,1,2,3,3,59,1,2,1,1,1,0,1,0
1,24,1,6,1275,1,2,2,1,0,2,4,2,36,1,1,2,1,1,1,1,1
2,24,2,3,6403,0,0,1,1,3,2,2,1,33,1,1,1,1,1,0,1,1
0,24,3,3,1987,0,2,2,1,3,2,4,2,21,1,2,1,3,2,0,1,0
2,8,3,3,760,0,3,4,0,1,1,2,2,44,1,1,1,3,1,0,1,1
3,24,3,2,2603,1,2,2,0,1,2,4,1,28,1,2,1,1,1,1,1,1
3,4,1,1,3380,0,3,1,0,1,2,1,2,37,1,1,1,1,2,0,1,1
2,36,0,8,3990,4,0,3,0,1,2,2,3,29,0,1,1,2,1,0,1,1
2,24,3,2,11560,0,2,1,0,1,2,4,1,23,1,2,2,0,1,0,1,0
0,18,3,1,4380,2,2,3,1,3,2,4,1,35,1,1,1,3,2,1,1,1
3,6,1,1,6761,0,3,1,1,3,2,3,3,45,1,1,2,0,2,1,1,1
2,30,4,6,4280,2,2,4,0,1,2,4,1,26,1,2,2,3,1,0,1,0
0,24,0,1,2325,2,3,2,1,3,2,3,1,32,0,1,1,1,1,0,1,1
2,10,0,3,1048,0,2,4,1,3,2,4,2,23,2,1,1,3,1,0,1,1
3,21,3,3,3160,4,1,4,1,3,2,3,0,41,1,1,1,1,1,1,1,1
0,24,0,7,2483,3,2,4,1,3,2,4,2,22,2,1,1,1,1,1,1,1
0,39,1,7,14179,4,3,4,1,3,2,4,0,30,1,1,2,0,1,1,1,1
0,13,1,6,1797,0,0,3,1,3,2,1,0,28,0,1,2,3,1,0,1,1
0,15,3,1,2511,0,4,1,0,1,2,4,1,23,1,2,1,1,1,0,1,1
0,12,3,1,1274,0,0,3,0,1,2,1,2,37,1,1,1,3,1,0,1,0
3,21,3,2,5248,4,2,1,1,3,2,3,1,26,1,1,1,1,1,0,1,1
3,15,3,2,3029,0,3,2,1,3,2,2,1,33,1,1,1,1,1,0,1,1
0,6,3,7,428,0,1,2,0,1,2,1,0,49,0,1,1,1,1,1,1,1
0,18,3,1,976,0,0,1,0,1,2,2,1,23,1,1,1,3,1,0,1,0
2,12,3,6,841,2,3,2,0,1,2,4,2,23,1,2,1,3,1,0,1,1
3,30,1,3,5771,0,3,4,0,1,2,2,1,25,1,1,2,1,1,0,1,1
3,12,2,4,1555,1,1,4,1,3,2,4,3,55,1,0,2,1,2,0,1,0
0,24,3,1,1285,4,3,4,0,1,2,4,3,32,1,2,1,1,1,0,1,0
1,6,1,1,1299,0,2,1,1,3,2,1,2,74,1,1,3,2,2,0,0,1
1,15,1,3,1271,4,2,3,1,3,2,4,3,39,1,0,2,1,1,1,1,0
3,24,3,1,1393,0,2,2,1,3,1,2,2,31,1,1,1,1,1,1,1,1
0,12,1,1,691,0,1,4,1,3,2,3,0,35,1,1,2,1,1,0,1,0
3,15,1,1,5045,4,1,1,0,1,2,4,1,59,1,1,1,1,1,1,1,1
0,18,1,7,2124,0,2,4,0,1,2,4,2,24,1,2,2,1,1,0,1,0
0,12,3,3,2214,0,2,4,1,3,2,3,0,24,1,1,1,3,1,0,1,1
3,21,1,1,12680,4,1,4,1,3,2,4,3,30,1,0,1,0,1,1,1,0
3,24,1,1,2463,2,3,4,1,2,2,3,0,27,1,1,2,1,1,1,1,1
2,12,3,3,1155,0,1,3,1,2,1,3,2,40,0,1,2,3,1,0,1,1
0,30,3,7,3108,0,0,2,1,0,2,4,0,31,1,1,1,3,1,0,1,0
3,10,3,2,2901,4,0,1,0,1,2,4,2,31,1,2,1,1,1,0,1,1
2,12,1,7,3617,0,1,1,1,3,2,4,1,28,1,2,3,1,1,1,1,1
3,12,1,3,1655,0,1,2,1,3,2,4,2,63,1,1,2,3,1,1,1,1
0,24,3,2,2812,4,1,2,0,1,2,4,2,26,1,2,1,1,1,0,1,1
0,36,1,9,8065,0,2,3,0,1,2,2,3,25,1,1,2,0,1,1,1,0
3,21,1,2,3275,0,1,1,1,3,2,4,1,36,1,1,1,0,1,1,1,1
3,24,1,3,2223,2,1,4,1,3,2,4,0,52,0,1,2,1,1,0,1,1
1,12,1,1,1480,3,4,2,1,3,2,4,3,66,0,0,3,2,1,0,1,1
0,24,3,1,1371,4,2,4,0,1,2,4,2,25,1,2,1,1,1,0,1,0
3,36,1,1,3535,0,3,4,1,3,2,4,1,37,1,1,2,1,1,1,1,1
0,18,3,3,3509,0,3,4,0,1,1,1,2,25,1,1,1,1,1,0,1,1
3,36,1,2,5711,1,1,4,1,3,2,2,1,38,1,1,2,0,1,1,1,1
2,18,3,4,3872,0,4,2,0,1,2,4,1,67,1,1,1,1,1,1,1,1
2,39,1,3,4933,0,3,2,1,3,1,2,2,25,1,1,2,1,1,0,1,0
3,24,1,1,1940,1,1,4,1,3,2,4,2,60,1,1,1,1,1,1,1,1
2,12,4,0,1410,0,2,2,1,3,2,2,2,31,1,1,1,3,1,1,1,1
2,12,3,1,836,2,0,4,0,1,2,2,0,23,0,1,1,3,1,0,1,0
2,20,3,2,6468,4,4,1,1,0,2,4,2,60,1,1,1,0,1,1,1,1
2,18,3,6,1941,1,2,4,1,3,2,2,0,35,1,1,1,3,1,1,1,1
3,22,3,3,2675,3,1,3,1,3,2,4,1,40,1,1,1,1,1,0,1,1
3,48,1,2,2751,4,1,4,1,3,2,3,1,38,1,1,2,1,2,1,1,1
2,48,2,9,6224,0,1,4,1,3,2,4,3,50,1,0,1,1,1,0,1,0
0,40,1,9,5998,0,2,4,1,3,2,3,3,27,0,1,1,1,1,1,1,0
2,21,3,6,1188,0,1,2,0,1,2,4,0,39,1,1,1,1,2,0,1,0
3,24,3,2,6313,4,1,3,1,3,2,4,1,41,1,1,1,0,2,1,1,1
3,6,1,7,1221,4,2,1,1,2,2,2,0,27,1,1,2,1,1,0,1,1
1,24,3,7,2892,0,1,3,1,0,2,4,3,51,1,0,1,1,1,0,1,1
3,24,3,7,3062,3,1,4,1,3,2,3,3,32,1,2,1,1,1,1,1,1
3,9,3,7,2301,2,0,2,0,1,2,4,0,22,1,2,1,1,1,0,1,1
0,18,3,2,7511,4,1,1,1,3,2,4,0,51,1,0,1,1,2,1,1,0
3,12,1,7,1258,0,0,2,0,1,2,4,0,22,1,2,2,3,1,0,1,1
3,24,2,1,717,4,1,4,1,2,2,4,1,54,1,1,2,1,1,1,1,1
2,9,3,1,1549,4,0,4,1,3,2,2,2,35,1,1,1,2,1,0,1,1
3,24,1,9,1597,0,1,4,1,3,2,4,3,54,1,0,2,1,2,0,1,1
2,18,1,3,1795,0,1,3,0,1,1,4,2,48,0,2,2,3,1,1,1,1
0,20,1,7,4272,0,1,1,0,1,2,4,0,24,1,1,2,1,1,0,1,1
3,12,1,3,976,4,1,4,1,3,2,4,1,35,1,1,2,1,1,0,1,1
2,12,3,1,7472,4,4,1,0,1,2,2,2,24,1,2,1,2,1,0,1,1
0,36,3,1,9271,0,3,2,1,3,2,1,1,24,1,1,1,1,1,1,1,0
2,6,3,3,590,0,0,3,1,2,2,3,2,26,1,1,1,3,1,0,0,1
3,12,1,3,930,4,1,4,1,3,2,4,2,65,1,1,4,1,1,0,1,1
2,42,0,2,9283,0,4,1,1,3,2,2,3,55,0,0,1,0,1,1,1,1
2,15,4,1,1778,0,0,2,0,1,2,1,2,26,1,2,2,2,1,0,1,0
2,8,3,6,907,0,0,3,1,2,2,2,2,26,1,1,1,1,1,1,1,1
2,6,3,3,484,0,3,3,1,2,1,3,2,28,0,1,1,3,1,0,1,1
0,36,1,2,9629,0,3,4,1,3,2,4,1,24,1,1,2,1,1,1,1,0
0,48,3,8,3051,0,2,3,1,3,2,4,1,54,1,1,1,1,1,0,1,0
0,48,3,1,3931,0,3,4,1,3,2,4,3,46,1,0,1,1,2,0,1,0
2,36,2,1,7432,0,2,2,0,1,2,2,0,54,1,2,1,1,1,0,1,1
3,6,3,8,1338,3,2,1,1,0,2,4,2,62,1,1,1,1,1,0,1,1
3,6,1,3,1554,0,3,1,0,1,2,2,1,24,1,2,2,1,1,1,1,1
0,36,3,5,15857,0,4,2,1,0,0,3,1,43,1,1,1,0,1,0,1,1
0,18,3,3,1345,0,2,4,1,2,2,3,2,26,0,1,1,1,1,0,1,0
3,12,3,1,1101,0,2,3,1,2,2,2,2,27,1,1,2,1,1,1,1,1
1,12,3,3,3016,0,2,3,1,2,2,1,1,24,1,1,1,1,1,0,1,1
0,36,3,7,2712,0,1,2,1,3,2,2,0,41,0,1,1,1,2,0,1,0
0,8,1,1,731,0,1,4,1,3,2,4,2,47,1,1,2,3,1,0,1,1
3,18,1,7,3780,0,0,3,1,0,2,2,1,35,1,1,2,0,1,1,1,1
0,21,1,1,1602,0,1,4,1,2,2,3,1,30,1,1,2,1,1,1,1,1
0,18,1,1,3966,0,1,1,0,1,2,4,2,33,0,2,3,1,1,1,1,0
3,18,4,6,4165,0,2,2,1,3,2,2,1,36,2,1,2,1,2,0,1,0
0,36,3,2,8335,4,1,3,1,3,2,4,3,47,1,0,1,1,1,0,1,0
2,48,2,6,6681,4,2,4,1,3,2,4,3,38,1,0,1,1,2,1,1,1
3,24,2,6,2375,3,2,4,1,3,2,2,1,44,1,1,2,1,2,1,1,1
0,18,3,1,1216,0,0,4,0,1,2,3,1,23,1,2,1,1,1,1,1,0
0,45,4,6,11816,0,1,2,1,3,2,4,1,29,1,2,2,1,1,0,1,0
2,24,3,3,5084,4,1,2,0,1,2,4,1,42,1,1,1,1,1,1,1,1
1,15,3,3,2327,0,0,2,0,1,2,3,2,25,1,1,1,3,1,0,1,0
0,12,4,1,1082,0,2,4,1,3,2,4,1,48,0,1,2,1,1,0,1,0
3,12,3,3,886,4,2,4,0,1,2,2,1,21,1,1,1,1,1,0,1,1
3,4,3,7,601,0,0,1,0,1,2,3,2,23,1,2,1,3,2,0,1,1
0,24,1,2,2957,0,1,4,1,3,2,4,0,63,1,1,2,1,1,1,1,1
3,24,1,3,2611,0,1,4,1,2,0,3,2,46,1,1,2,1,1,0,1,1
0,36,3,7,5179,0,3,4,1,3,2,2,0,29,1,1,1,1,1,0,1,0
3,21,2,2,2993,0,2,3,1,3,2,2,2,28,2,1,2,3,1,0,1,1
3,18,3,4,1943,0,0,4,0,1,2,4,2,23,1,1,1,1,1,0,1,0
3,24,0,6,1559,0,3,4,1,3,2,4,1,50,0,1,1,1,1,1,1,1
3,18,3,7,3422,0,1,4,1,3,2,4,0,47,0,1,3,1,2,1,1,1
2,21,3,7,3976,4,3,2,1,3,2,3,1,35,1,1,1,1,1,1,1,1
3,18,3,1,6761,4,2,2,1,3,2,4,1,68,1,2,2,1,1,0,1,0
3,24,3,1,1249,0,0,4,1,2,2,2,2,28,1,1,1,1,1,0,1,1
0,9,3,3,1364,0,3,3,1,3,2,4,2,59,1,1,1,1,1,0,1,1
0,12,3,3,709,0,1,4,1,3,2,4,2,57,2,1,1,3,1,0,1,0
0,20,1,1,2235,0,2,4,1,2,1,2,0,33,0,2,2,1,1,0,0,0
3,24,1,2,4042,4,3,3,1,3,2,4,0,43,1,1,2,1,1,1,1,1
3,15,1,3,1471,0,2,4,1,3,2,4,3,35,1,0,2,1,1,1,1,1
0,18,0,1,1442,0,3,4,1,3,2,4,3,32,1,0,2,3,2,0,1,0
3,36,2,1,10875,0,1,2,1,3,2,2,1,45,1,1,2,1,2,1,1,1
3,24,3,1,1474,2,0,4,1,2,2,3,2,33,1,1,1,1,1,1,1,1
3,10,3,0,894,4,3,4,0,1,2,3,0,40,1,1,1,1,1,1,1,1
3,15,1,7,3343,0,2,4,1,3,2,2,3,28,1,0,1,1,1,1,1,1
0,15,3,1,3959,0,2,3,0,1,2,2,0,29,1,1,1,1,1,1,1,0
3,9,3,1,3577,2,2,1,1,3,1,2,2,26,1,2,1,1,2,0,0,1
3,24,1,2,5804,1,2,4,1,3,2,2,2,27,1,1,2,1,1,0,1,1
3,18,2,6,2169,0,2,4,1,2,2,2,1,28,1,1,1,1,1,1,1,0
0,24,3,3,2439,0,0,4,0,1,2,4,2,35,1,1,1,1,1,1,1,0
3,27,1,7,4526,1,0,4,1,3,2,2,2,32,2,1,2,3,2,1,1,1
3,10,3,7,2210,0,2,2,1,3,2,2,2,25,0,2,1,3,1,0,1,0
3,15,3,7,2221,3,2,2,0,1,2,4,1,20,1,2,1,1,1,0,1,1
0,18,3,3,2389,0,0,4,0,1,2,1,1,27,2,1,1,1,1,0,1,1
3,12,1,7,3331,0,1,2,1,3,2,4,0,42,2,1,1,1,1,0,1,1
3,36,3,6,7409,4,1,3,1,3,2,2,0,37,1,1,2,1,1,0,1,1
0,12,3,7,652,0,1,4,0,1,2,4,0,24,1,2,1,1,1,0,1,1
3,36,2,7,7678,3,3,2,0,1,2,4,1,40,1,1,2,1,1,1,1,1
1,6,1,1,1343,0,1,1,1,3,2,4,2,46,1,1,2,1,2,0,0,1
0,24,1,6,1382,2,3,4,1,3,2,1,2,26,1,1,2,1,1,1,1,1
3,15,3,8,874,4,0,4,0,1,2,1,2,24,1,1,1,1,1,0,1,1
0,12,3,7,3590,0,2,2,1,3,0,2,0,29,1,1,1,3,2,0,1,1
2,11,1,1,1322,1,2,4,0,1,2,4,1,40,1,1,2,1,1,0,1,1
0,18,0,3,1940,0,0,3,1,3,0,4,3,36,0,0,1,0,1,1,1,1
3,36,3,3,3595,0,1,4,1,3,2,2,1,28,1,1,1,1,1,0,1,1
0,9,3,1,1422,0,0,3,1,3,2,2,3,27,1,0,1,0,1,1,1,0
3,30,1,3,6742,4,3,2,1,3,2,3,0,36,1,1,2,1,1,0,1,1
3,24,3,2,7814,0,3,3,1,3,2,3,1,38,1,1,1,0,1,1,1,1
3,24,3,2,9277,4,2,2,1,0,2,4,3,48,1,0,1,1,1,1,1,1
2,30,1,1,2181,4,1,4,1,3,2,4,2,36,1,1,2,1,1,0,1,1
3,18,1,3,1098,0,4,4,0,1,2,4,1,65,1,1,2,2,1,0,1,1
2,24,3,7,4057,0,3,3,1,0,2,3,1,43,1,1,1,1,1,1,1,0
0,12,3,9,795,0,0,4,0,1,2,4,0,53,1,1,1,1,1,0,1,0
2,24,1,6,2825,4,3,4,1,3,2,3,3,34,1,1,2,1,2,1,1,1
2,48,3,6,15672,0,2,2,1,3,2,2,1,23,1,1,1,1,1,1,1,0
3,36,1,1,6614,0,1,4,1,3,2,4,1,34,1,1,2,0,1,1,1,1
3,28,0,2,7824,4,0,3,1,3,1,4,2,40,0,2,2,1,2,1,1,1
0,27,1,6,2442,0,1,4,1,3,2,4,1,43,2,1,4,0,2,1,1,1
3,15,1,3,1829,0,1,4,1,3,2,4,1,46,1,1,2,1,1,1,1,1
0,12,1,1,2171,0,2,4,1,3,2,4,0,38,0,1,2,3,1,0,0,1
2,36,1,2,5800,0,2,3,1,3,2,4,1,34,1,1,2,1,1,1,1,1
3,18,1,3,1169,4,2,4,1,3,2,3,0,29,1,1,2,1,1,1,1,1
3,36,2,2,8947,4,3,3,1,3,2,2,1,31,2,1,1,0,2,1,1,1
0,21,3,3,2606,0,0,4,0,1,2,4,0,28,1,2,1,0,1,1,1,1
3,12,1,7,1592,1,3,3,0,1,2,2,0,35,1,1,1,1,1,0,0,1
3,15,3,7,2186,4,3,1,0,1,2,4,2,33,0,2,1,3,1,0,1,1
0,18,3,7,4153,0,2,2,1,3,0,3,1,42,1,1,1,1,1,0,1,0
0,16,1,1,2625,0,1,2,1,3,1,4,0,43,0,2,1,1,1,1,1,0
3,20,1,1,3485,4,0,2,1,0,2,4,2,44,1,1,2,1,1,1,1,1
3,36,1,2,10477,4,1,2,1,3,2,4,3,42,1,0,2,1,1,0,1,1
3,15,3,3,1386,4,2,4,1,2,2,2,2,40,1,2,1,1,1,1,1,1
3,24,3,3,1278,0,1,4,1,3,2,1,2,36,1,1,1,0,1,1,1,1
0,12,3,3,1107,0,2,2,1,3,2,2,2,20,1,2,1,0,2,1,1,1
0,21,3,1,3763,4,3,2,1,3,0,2,2,24,1,1,1,3,1,0,0,1
2,36,3,9,3711,4,2,2,1,2,2,2,1,27,1,1,1,1,1,0,1,1
3,15,2,2,3594,0,0,1,0,1,2,2,0,46,1,1,2,3,1,0,1,1
2,9,3,1,3195,4,2,1,0,1,2,2,2,33,1,1,1,3,1,0,1,1
3,36,2,3,4454,0,2,4,0,1,2,4,2,34,1,1,2,1,1,0,1,1
2,24,1,7,4736,0,0,2,0,1,2,4,1,25,0,1,1,3,1,0,1,0
2,30,3,3,2991,4,1,2,0,1,2,4,1,25,1,1,1,1,1,0,1,1
3,11,3,6,2142,1,1,1,1,0,2,2,2,28,1,1,1,1,1,1,1,1
0,24,0,6,3161,0,2,4,1,3,2,2,0,31,1,2,1,1,1,1,1,0
2,48,4,5,18424,0,2,1,0,1,2,2,0,32,0,1,1,0,1,1,0,0
3,10,3,2,2848,2,2,1,1,3,0,2,2,32,1,1,1,1,2,0,1,1
0,6,3,1,14896,0,1,1,1,3,2,4,3,68,0,1,1,0,1,1,1,0
0,24,3,7,2359,2,4,1,1,0,2,1,0,33,1,1,1,1,1,0,1,0
0,24,3,7,3345,0,1,4,1,3,2,2,0,39,1,2,1,0,1,1,1,0
3,18,1,7,1817,0,2,4,0,1,2,2,3,28,1,1,2,1,1,0,1,1
3,48,2,3,12749,3,3,4,1,3,2,1,1,37,1,1,1,0,1,1,1,1
0,9,3,3,1366,0,0,3,0,1,2,4,0,22,1,2,1,1,1,0,1,0
2,12,3,1,2002,0,3,3,1,3,2,4,0,30,1,2,1,1,2,1,1,1
0,24,0,7,6872,0,0,2,1,0,2,1,0,55,0,1,1,1,1,1,1,0
